1.000000000000000056e-01 5.454605090194745293e-02
2.000000000000000111e-01 4.777516166137672077e-02
3.000000000000000444e-01 4.665400644911580491e-02
4.000000000000000222e-01 4.725500673556839309e-02
5.000000000000000000e-01 4.876339639807664161e-02
5.999999999999999778e-01 5.083530705277594652e-02
7.000000000000000666e-01 5.326367015780473363e-02
8.000000000000000444e-01 5.591234137095316137e-02
9.000000000000000222e-01 5.869026999083123974e-02
1.000000000000000000e+00 6.153629727695150015e-02
1.100000000000000089e+00 6.440925937469887952e-02
1.200000000000000178e+00 6.728144593207288637e-02
1.300000000000000266e+00 7.013426158850012693e-02
1.400000000000000133e+00 7.295533340541041079e-02
1.500000000000000222e+00 7.573656735927328243e-02
1.600000000000000089e+00 7.847283050892704670e-02
1.700000000000000178e+00 8.116104881943132787e-02
1.800000000000000266e+00 8.379958374623354411e-02
1.900000000000000133e+00 8.638779768585568009e-02
2.000000000000000000e+00 8.892574870790337371e-02
2.100000000000000089e+00 9.141397466484642298e-02
2.200000000000000178e+00 9.385333967400277810e-02
2.300000000000000266e+00 9.624492450478651373e-02
2.400000000000000355e+00 9.858994811663245039e-02
2.500000000000000444e+00 1.008897114547586127e-01
2.600000000000000089e+00 1.031455572483201549e-01
2.700000000000000178e+00 1.053588413744056124e-01
2.800000000000000266e+00 1.075309126174393143e-01
2.900000000000000355e+00 1.096630985426298582e-01
3.000000000000000444e+00 1.117566958315727027e-01
3.100000000000000089e+00 1.138129638772101826e-01
3.200000000000000178e+00 1.158331207580557826e-01
3.300000000000000266e+00 1.178183409450047625e-01
3.400000000000000355e+00 1.197697542639164642e-01
3.500000000000000444e+00 1.216884457614539200e-01
3.600000000000000089e+00 1.235754562130853690e-01
3.700000000000000178e+00 1.254317830796926880e-01
3.800000000000000266e+00 1.272583817693267172e-01
3.900000000000000355e+00 1.290561670979384346e-01
4.000000000000000000e+00 1.308260148707441617e-01
4.099999999999999645e+00 1.325687635267056574e-01
4.200000000000000178e+00 1.342852158042080746e-01
4.299999999999999822e+00 1.359761403977189087e-01
4.399999999999999467e+00 1.376422735839880340e-01
4.500000000000000000e+00 1.392843208029255209e-01
4.599999999999999645e+00 1.409029581832128286e-01
4.700000000000000178e+00 1.424988340063688963e-01
4.799999999999999822e+00 1.440725701057115060e-01
4.900000000000000355e+00 1.456247631986571922e-01
5.000000000000000000e+00 1.471559861522599710e-01
5.099999999999999645e+00 1.486667891829389354e-01
5.200000000000000178e+00 1.501577009920793404e-01
5.299999999999999822e+00 1.516292298396969551e-01
5.400000000000000355e+00 1.530818645586799198e-01
5.500000000000000000e+00 1.545160755123191343e-01
5.599999999999999645e+00 1.559323154979335713e-01
5.700000000000000178e+00 1.573310205994244981e-01
5.799999999999999822e+00 1.587126109915640015e-01
5.900000000000000355e+00 1.600774916987607321e-01
6.000000000000000000e+00 1.614260533109553586e-01
6.099999999999999645e+00 1.627586726591933874e-01
6.200000000000000178e+00 1.640757134533036565e-01
6.299999999999999822e+00 1.653775268839902113e-01
6.400000000000000355e+00 1.666644521915194022e-01
6.500000000000000000e+00 1.679368172030593076e-01
6.599999999999999645e+00 1.691949388406087940e-01
6.700000000000000178e+00 1.704391236013319266e-01
6.799999999999999822e+00 1.716696680120028962e-01
6.900000000000000355e+00 1.728868590591574605e-01
7.000000000000000000e+00 1.740909745964429323e-01
7.099999999999999645e+00 1.752822837305624548e-01
7.200000000000000178e+00 1.764610471871187469e-01
7.299999999999999822e+00 1.776275176575739800e-01
7.400000000000000355e+00 1.787819401284649057e-01
7.500000000000000000e+00 1.799245521939344672e-01
7.599999999999999645e+00 1.810555843525731567e-01
7.700000000000000178e+00 1.821752602894953776e-01
7.799999999999999822e+00 1.832837971445169523e-01
7.900000000000000355e+00 1.843814057672422957e-01
