5.000000000000000000e+00 6.962636731968255277e-02
6.000000000000000000e+00 6.124897523518078868e-02
7.000000000000000000e+00 5.525583049852086232e-02
8.000000000000000000e+00 5.088554810213032770e-02
9.000000000000000000e+00 4.765993150835393793e-02
1.000000000000000000e+01 4.526497319877059028e-02
1.100000000000000000e+01 4.348688471107714504e-02
1.200000000000000000e+01 4.217567699862369290e-02
1.300000000000000000e+01 4.122342786664547759e-02
1.400000000000000000e+01 4.055079253612108026e-02
1.500000000000000000e+01 4.009834473976005981e-02
1.600000000000000000e+01 3.982085484548312376e-02
1.700000000000000000e+01 3.968341167115756185e-02
1.800000000000000000e+01 3.965873448873869639e-02
1.900000000000000000e+01 3.972527259028724861e-02
2.000000000000000000e+01 3.986583760460582493e-02
